MasterID,date,Direction.of.Travel,SVL_1stMeasurement,SVL_2ndMeasurement,TL,Weight,Volume.disp,Sex,Age,gravid,next.date,next.direction.of.travel,next.first.svl,next.second.svl,next.tl.svl,next.weight,next.vol.disp,next.sex,next.age,next.gravid,days.between.captures,is.pond.growth,is.upland.growth,in.out.out.in,is.training
285,11/28/2012,IN,54.6,NA,119,2.47,3,M,A,N,12/17/2012,OUT,47.8,NA,97.4,3.57,3.6,M,A,N,19,1,0,1,1
450,12/4/2017,OUT,47.9,47.8,82,2.48,NA,U,U,N,10/26/2018,IN,49,48,90,2.91,NA,M,A,N,326,1,0,1,0
218,11/10/2011,OUT,55.9,NA,98.5,2.48,NA,M,A,N,11/15/2011,IN,53.2,NA,94.7,2.35,2.4,M,A,N,5,0,1,1,1
219,11/14/2011,IN,58.2,NA,104.1,2.5,NA,M,A,N,2/25/2013,OUT,62.5,NA,110.9,6.3,5.6,M,A,N,469,0,1,1,0
146,1/2/2011,IN,52,NA,83,2.5,NA,F,A,U,3/3/2012,OUT,58.9,NA,102.3,NA,NA,F,A,N,426,1,0,1,0
381,12/1/2016,IN,54.9,55.3,93.6,2.53,NA,M,U,N,12/4/2017,OUT,50.2,50.3,101.7,2.71,NA,M,A,N,368,0,0,0,0
647,10/27/2015,IN,45.2,NA,87.3,2.53,1.8,M,A,N,12/2/2015,OUT,45.6,NA,87.7,2.95,3,U,A,N,36,1,0,1,1
328,1/8/2013,IN,55.7,NA,97.5,2.53,2.4,U,A,N,12/3/2013,IN,58.6,NA,103.7,4.44,4.2,U,A,N,329,0,0,0,0
198,11/9/2011,IN,52.9,NA,93.3,2.53,NA,M,A,N,11/16/2011,OUT,53.3,NA,92.4,2.46,2.4,M,A,N,7,1,0,1,1
753,12/2/2015,OUT,46.7,NA,89.5,2.54,2.4,U,A,N,10/25/2018,IN,60,59.8,103.9,3.35,NA,M,A,N,1058,1,0,1,0
783,10/26/2015,IN,51.7,NA,91.4,2.54,2.6,M,Y,N,1/21/2016,OUT,50.2,NA,97.1,3.53,3.8,U,A,N,87,1,0,1,1
785,10/26/2015,IN,54,NA,95,2.54,2.2,M,U,N,11/2/2015,OUT,52.6,NA,92.1,2.58,2.4,M,A,N,7,1,0,1,1
504,10/5/2018,IN,44.5,44.2,83.9,2.55,NA,U,A,N,11/11/2018,OUT,48.3,48,81.1,2.54,NA,M,A,N,37,1,0,1,1
389,3/30/2017,IN,49.6,52.1,87.5,2.55,NA,U,A,N,5/4/2017,OUT,53,53.5,88.6,2.84,NA,U,A,N,35,1,0,1,1
324,12/17/2012,IN,53.7,NA,95.9,2.55,2.2,U,A,N,2/25/2013,OUT,56,NA,101.8,3.73,4,U,A,N,70,1,0,1,1
217,11/10/2011,OUT,54.9,NA,98.8,2.55,NA,M,A,N,11/23/2011,IN,52.7,NA,94.2,2.42,NA,M,A,N,13,0,1,1,1
860,11/26/2014,OUT,40,NA,88.8,2.56,2.6,M,U,N,11/10/2015,IN,49.5,NA,95.1,2.97,3,M,A,N,349,0,1,1,0
635,10/30/2014,IN,47.4,NA,85.5,2.56,2.4,M,U,N,3/21/2015,IN,52.5,NA,97.6,3.16,3,M,U,N,142,0,0,0,1
601,12/24/2014,OUT,45.5,NA,82.8,2.57,2.6,M,U,N,10/21/2015,IN,45.9,NA,96.4,2.96,2.8,M,A,N,301,1,0,1,0
611,10/30/2014,IN,52.4,NA,93.1,2.58,2.5,M,U,N,11/22/2014,OUT,45.6,NA,88,2.4,1.4,U,U,N,23,1,0,1,1
250,12/9/2012,IN,50.5,NA,99.9,2.58,2.2,F,A,Y,11/26/2013,IN,59.5,NA,111.4,4.07,4.1,F,A,N,352,0,1,1,0
267,12/21/2011,IN,63.4,NA,111.7,2.58,3,F,A,N,12/9/2012,IN,65.1,NA,105,4.39,4.4,F,A,N,354,0,1,1,0
678,11/17/2015,OUT,49.3,NA,99.4,2.59,2.4,M,A,N,4/27/2016,OUT,58.2,NA,97.5,4.64,5.2,U,A,N,162,0,0,0,1
200,12/15/2011,IN,53.8,NA,96.7,2.6,2.6,M,A,N,10/23/2013,OUT,61.7,NA,106.9,4.34,4.4,M,A,N,678,1,0,1,0
87,12/26/2011,IN,62.7,NA,97.65,2.6,2.1,M,A,N,11/28/2012,IN,62.5,NA,105.5,4.88,5.1,M,A,N,338,0,0,0,0
600,10/30/2014,IN,49.4,NA,87,2.61,2.2,M,U,N,3/22/2015,OUT,54.7,NA,101.3,4.2,4,M,U,N,143,1,0,1,1
623,10/27/2014,IN,52.2,NA,93.9,2.61,2.2,M,U,N,12/24/2014,OUT,54.2,NA,93.2,3.22,3.2,M,U,N,58,1,0,1,1
400,12/17/2017,OUT,43.9,43,90.7,2.62,NA,U,A,N,10/25/2018,IN,56.4,56.1,97.8,2.6,NA,U,A,N,312,1,0,1,0
597,10/29/2014,OUT,49.8,NA,93.1,2.62,2.6,M,U,N,11/22/2014,IN,47.5,NA,90.1,2.46,2.4,M,U,N,24,0,1,1,1
118,11/9/2011,IN,54.9,NA,96.5,2.62,NA,M,A,N,11/16/2011,OUT,50.7,NA,92.1,2.24,2.2,M,A,N,7,1,0,1,1
504,9/25/2018,OUT,52,52.4,82.9,2.63,NA,U,A,N,10/5/2018,IN,44.5,44.2,83.9,2.55,NA,U,A,N,10,0,1,1,1
663,11/18/2015,OUT,50.2,NA,95.9,2.63,2.6,U,A,N,11/9/2016,IN,56.8,58.1,102.5,4.03,NA,M,A,N,357,0,1,1,0
689,11/22/2014,IN,55.3,NA,91.8,2.63,1.4,M,U,N,12/24/2014,OUT,52.9,NA,89,2.82,2.8,M,U,N,32,1,0,1,1
311,11/12/2012,OUT,53.1,NA,82.1,2.63,2.3,F,A,U,10/30/2014,IN,53.6,NA,100.5,5.75,5.2,F,A,Y,717,0,1,1,0
702,11/23/2014,IN,53.6,NA,96.4,2.64,2.6,M,U,N,3/17/2015,OUT,53.5,NA,98.3,3.45,3.4,M,U,N,114,1,0,1,1
317,11/30/2012,IN,57.1,NA,95.4,2.64,2.1,F,A,Y,10/23/2013,IN,62.8,NA,110.2,6.3,6.2,F,A,Y,327,0,0,0,0
821,11/18/2015,OUT,58.7,NA,102.8,2.65,2.2,F,A,N,12/5/2016,IN,63,65.8,117.6,5.74,NA,F,A,Y,383,0,1,1,0
675,11/8/2015,IN,53.2,NA,95.1,2.65,2.8,M,A,N,12/3/2015,OUT,46.7,NA,91.6,2.49,2.4,U,A,N,25,1,0,1,1
312,11/23/2013,IN,59.1,NA,114.8,2.65,2.6,M,A,N,12/23/2014,IN,64,NA,124.7,3.95,4,M,A,N,395,0,0,0,0
120,12/16/2012,IN,54.4,NA,103.9,2.65,2.8,F,A,N,11/22/2014,OUT,62.6,NA,115.1,6.13,5.6,F,A,Y,706,0,1,1,0
318,12/9/2012,IN,56,NA,95.4,2.65,2.2,M,A,N,11/22/2013,IN,63.2,NA,112,4.43,5.6,F,A,N,348,0,0,0,0
585,10/31/2014,OUT,49.3,NA,93.2,2.66,2.6,M,U,N,10/16/2015,IN,45,NA,91.2,2.65,2.8,M,Y,N,350,1,0,1,0
188,12/16/2012,OUT,44.9,NA,90.9,2.66,2.8,M,A,N,10/23/2013,IN,54.4,NA,101.6,3.29,3.2,M,A,N,311,1,0,1,0
196,11/16/2011,IN,55.5,NA,98.7,2.66,2.4,M,A,N,11/23/2011,OUT,55.5,NA,98.2,2.71,2.4,M,A,N,7,1,0,1,1
635,11/27/2015,OUT,54.6,NA,98,2.67,2.6,M,A,N,11/27/2016,IN,58.4,55.6,99.5,3.08,NA,M,A,N,366,1,0,1,0
310,11/27/2012,IN,62.6,NA,94.1,2.67,2.4,F,A,N,10/28/2013,IN,66.4,NA,125.6,10.46,9.8,F,A,Y,335,0,1,1,0
239,11/27/2011,IN,59.8,NA,98.1,2.67,2.6,M,A,N,11/1/2012,IN,56.8,NA,99.5,3.2,3,M,A,N,340,0,0,0,0
626,11/12/2015,IN,51.5,NA,95.5,2.68,2.8,M,A,N,11/27/2015,OUT,51,NA,93,2.62,2.6,U,A,N,15,1,0,1,1
597,2/2/2015,OUT,59.3,NA,89.4,2.68,2.6,M,U,N,11/10/2015,IN,48,NA,100.5,3.17,3,M,A,N,281,0,1,1,1
733,12/25/2014,OUT,47.5,NA,95.5,2.68,2.6,U,U,N,11/9/2015,OUT,50.5,NA,106.9,4,4,M,A,N,319,0,0,0,0
337,12/10/2013,IN,50.9,NA,93.2,2.68,2.6,M,A,N,10/30/2014,OUT,56.8,NA,104.4,4.61,4.4,M,A,N,324,0,1,1,0
692,12/25/2014,OUT,52.8,NA,94.6,2.69,2.7,F,U,N,10/26/2015,IN,54.7,NA,81.6,2.34,2.3,F,A,N,305,1,0,1,0
681,11/22/2014,IN,49.6,NA,93.7,2.69,2.8,F,U,Y,12/20/2014,OUT,52.8,NA,94.6,2.25,2,F,U,N,28,1,0,1,1
660,10/29/2014,IN,54.2,NA,96.4,2.69,2.8,M,U,N,12/7/2014,OUT,51.1,NA,93.4,2.3,2,M,U,N,39,1,0,1,1
638,11/22/2014,IN,53.5,NA,93.9,2.69,2.8,M,U,N,12/4/2014,IN,52.1,NA,91.2,2.51,2.4,M,U,N,12,0,0,0,1
122,11/27/2011,IN,59,NA,95.4,2.69,3.4,M,A,N,1/24/2012,OUT,58.3,NA,97.7,3.18,3.4,M,A,N,58,1,0,1,1
750,12/2/2015,OUT,50.5,NA,97.2,2.7,2.4,U,A,N,11/8/2016,IN,50.3,50.8,99,3.54,NA,M,A,N,342,1,0,1,0
748,3/25/2015,IN,50.9,NA,89.9,2.7,2.7,U,U,N,10/26/2015,IN,52,NA,87.3,2.45,2.2,M,A,N,215,0,0,0,1
312,11/13/2012,IN,50.55,NA,100.79,2.7,3,M,A,N,11/23/2013,IN,59.1,NA,114.8,2.65,2.6,M,A,N,375,0,0,0,0
381,12/4/2017,OUT,50.2,50.3,101.7,2.71,NA,M,A,N,9/25/2018,OUT,53.2,53.1,99.6,3.38,NA,U,A,N,295,0,0,0,1
276,12/23/2011,IN,65.8,NA,114.5,2.71,3,F,A,N,11/20/2015,OUT,57,NA,107.8,3.47,3.6,U,U,N,1428,1,0,1,0
888,11/9/2015,OUT,54.5,NA,95.5,2.71,2.4,M,U,N,11/15/2015,IN,52.8,NA,96.8,2.77,2.8,M,U,N,6,0,1,1,1
244,11/27/2011,IN,54.1,NA,94.6,2.71,2.4,M,A,N,3/9/2012,OUT,54.9,NA,94.9,3.51,3.4,M,A,N,103,1,0,1,1
321,11/26/2013,IN,64.6,NA,101.2,2.73,2.6,M,A,N,4/15/2014,OUT,61.7,NA,103.9,5.56,5.2,M,A,N,140,1,0,1,1
780,12/2/2015,OUT,52.1,NA,90.9,2.74,2.6,U,A,N,10/21/2018,IN,56.2,55.8,93.5,4.97,NA,M,U,N,1054,1,0,1,0
450,10/29/2017,IN,46.4,47.5,86.3,2.74,NA,M,A,N,12/4/2017,OUT,47.9,47.8,82,2.48,NA,U,U,N,36,1,0,1,1
752,10/21/2015,IN,55.6,NA,100.3,2.74,2.8,M,A,N,10/30/2015,OUT,47.1,NA,95,2.8,2.6,M,A,N,9,1,0,1,1
670,10/30/2014,IN,51.6,NA,94.7,2.75,2.6,M,U,N,11/6/2014,OUT,50.1,NA,61.7,2.04,2.1,M,U,N,7,1,0,1,1
856,1/1/2011,OUT,54.5,NA,94.5,2.75,NA,M,A,N,12/26/2012,IN,59.2,NA,105.3,2.83,3.3,M,A,N,725,1,0,1,0
120,12/7/2011,OUT,53.3,NA,96.5,2.75,2.4,F,A,Y,11/12/2012,OUT,54,NA,100.8,5.05,3.5,F,A,Y,341,1,0,1,0
172,1/5/2011,OUT,50,NA,87.5,2.75,NA,M,Y,N,11/3/2011,IN,55.5,NA,93.4,2.32,NA,M,A,N,302,0,1,1,0
596,11/6/2014,IN,53.9,NA,88.9,2.76,2.8,M,U,N,10/21/2015,IN,51.2,NA,101.1,4.16,3.8,M,A,N,349,0,0,0,0
181,12/16/2015,OUT,56.6,NA,104,2.78,3,U,A,N,11/25/2016,IN,62.3,62.5,110.7,4.19,NA,M,A,N,345,0,1,1,0
612,10/25/2015,IN,53.2,NA,80.7,2.78,2.8,M,U,N,11/28/2015,OUT,50,NA,58.9,2.42,2.3,U,A,N,34,1,0,1,1
803,11/1/2015,OUT,57.1,NA,102.9,2.79,2.2,U,A,N,12/4/2016,OUT,62.8,63.1,109,4.88,NA,F,A,Y,399,0,0,0,0
759,10/25/2015,IN,56.2,NA,102.3,2.79,2.4,M,U,N,12/16/2015,OUT,57.2,NA,99.6,2.07,2,U,U,N,52,1,0,1,1
682,12/23/2014,OUT,53.6,NA,104.6,2.79,3,F,A,N,10/26/2015,IN,65.8,NA,120.7,5.82,5.9,F,A,Y,307,0,1,1,0
625,10/30/2014,IN,55.1,NA,97.8,2.79,2.8,M,U,N,12/28/2014,OUT,53.5,NA,90.5,2.35,2.4,M,U,N,59,1,0,1,1
247,11/27/2011,IN,50.2,NA,88.4,2.79,2.4,F,A,Y,11/22/2014,OUT,63.9,NA,118.8,6.88,6.6,F,A,Y,1091,0,1,1,0
288,1/21/2012,IN,61,NA,117,2.79,3,U,A,U,3/11/2012,OUT,63,NA,119.6,3.55,3.6,U,A,N,50,1,0,1,1
251,11/27/2011,OUT,54.2,NA,95.8,2.79,2.6,M,A,N,12/21/2011,IN,50.16,NA,90.02,2.51,2.5,M,A,N,24,0,1,1,1
752,10/30/2015,OUT,47.1,NA,95,2.8,2.6,M,A,N,11/8/2015,OUT,51.7,NA,97.3,2.82,3,M,A,N,9,0,0,0,1
248,11/27/2011,IN,55.4,NA,96.4,2.8,2.5,M,A,N,12/8/2012,OUT,45.6,NA,86.5,2.92,2.9,M,A,N,377,0,0,0,0
856,12/26/2012,IN,59.2,NA,105.3,2.83,3.3,M,A,N,2/25/2013,OUT,61.3,NA,106,5.31,5,M,A,N,61,1,0,1,1
459,12/4/2017,OUT,53.8,53.8,94,2.84,NA,U,A,N,11/9/2018,OUT,55.3,55.3,63.9,2.48,NA,M,A,N,340,0,0,0,0
597,11/11/2015,OUT,55.9,NA,101.9,2.84,2.8,M,A,N,11/9/2016,IN,60.5,60.9,115.3,5.35,NA,M,A,N,364,1,0,1,0
664,10/30/2014,IN,51.5,NA,94.3,2.84,2.8,M,U,N,12/20/2014,OUT,50.5,NA,87.4,2.62,2.4,M,U,N,51,1,0,1,1
220,12/9/2012,IN,49.2,NA,104,2.84,1.8,M,A,N,2/25/2013,OUT,52.4,NA,105.4,4.21,4.8,M,A,N,78,1,0,1,1
330,11/13/2018,OUT,50.7,51.9,99.2,2.85,NA,U,U,N,11/19/2018,IN,48.5,48.5,97,2.78,NA,U,U,N,6,0,1,1,1
585,9/13/2014,OUT,45.2,NA,88,2.86,3.2,M,U,N,10/30/2014,IN,51.5,NA,89.5,3,2.6,M,Y,N,47,0,1,1,1
234,11/23/2011,IN,54.2,NA,93.4,2.86,2.8,F,A,N,12/20/2011,OUT,55.6,NA,91.1,2.02,2,F,A,N,27,1,0,1,1
775,11/18/2015,OUT,55.5,NA,104,2.87,3.2,F,A,Y,11/30/2016,IN,61.9,58.4,111.6,5.46,NA,F,A,Y,378,1,0,1,0
400,4/21/2017,IN,51.5,50.9,91,2.89,NA,U,A,N,12/17/2017,OUT,43.9,43,90.7,2.62,NA,U,A,N,240,0,1,1,1
806,11/18/2015,OUT,54.1,NA,105.3,2.89,2.6,F,A,Y,12/4/2016,IN,65.1,65.5,117.9,5.52,NA,F,A,Y,382,0,1,1,0
694,11/22/2014,IN,52.5,NA,85.4,2.89,3,F,U,Y,3/12/2015,OUT,57.4,NA,81.4,3.13,2.8,U,U,N,110,1,0,1,1
308,11/27/2012,IN,60,NA,87.7,2.89,2,F,A,Y,2/26/2013,OUT,60.1,NA,104.6,6.81,6.8,F,A,N,91,1,0,1,1
319,12/9/2012,IN,59.8,NA,118.3,2.89,2.8,M,A,N,2/26/2013,OUT,62.5,NA,120.7,5.26,5.8,M,A,N,79,1,0,1,1
854,12/11/2015,IN,56,NA,98.9,2.9,3,U,A,N,12/5/2016,IN,58.6,58.5,105.5,2.21,NA,M,A,N,360,0,0,0,0
923,11/30/2018,IN,58.3,58.3,101,2.91,NA,F,A,N,4/4/2019,OUT,58,58.3,109.2,6,NA,U,A,N,125,1,0,1,1
675,10/26/2015,IN,54.1,NA,92.6,2.91,3,M,A,N,11/8/2015,IN,53.2,NA,95.1,2.65,2.8,M,A,N,13,0,0,0,1
668,11/17/2014,OUT,59.1,NA,99.7,2.91,3,F,A,N,10/26/2015,IN,63.5,NA,112.1,6.66,6.5,F,A,Y,343,1,0,1,0
213,11/27/2013,IN,53,NA,100.1,2.91,2.8,M,A,N,12/28/2013,OUT,53,NA,100.7,3.08,3,M,A,N,31,1,0,1,1
200,11/27/2011,OUT,54,NA,100.2,2.91,2.8,M,A,N,12/15/2011,IN,53.8,NA,96.7,2.6,2.6,M,A,N,18,0,1,1,1
672,10/30/2014,IN,54.7,NA,99.6,2.92,2.6,M,U,N,12/20/2014,OUT,49,NA,92.1,2.46,2.6,M,U,N,51,1,0,1,1
248,12/8/2012,OUT,45.6,NA,86.5,2.92,2.9,M,A,N,12/5/2013,OUT,56,NA,102.9,4.04,3.8,M,A,N,362,0,1,1,0
653,11/18/2015,OUT,55.6,NA,104.4,2.93,3.2,F,A,Y,11/25/2016,IN,59.7,59.5,105,3.18,NA,M,A,N,373,0,1,1,0
754,10/21/2015,IN,56.4,NA,97.1,2.93,2.6,M,A,N,12/2/2015,OUT,52.1,NA,91.9,2.52,2.6,U,A,N,42,1,0,1,1
596,10/29/2014,IN,56.2,NA,96.8,2.93,2.8,M,U,N,11/6/2014,IN,53.9,NA,88.9,2.76,2.8,M,U,N,8,0,0,0,1
818,11/18/2015,IN,56.4,NA,99.8,2.96,3.2,F,A,Y,3/10/2016,IN,59,NA,104.6,3.67,3.6,F,A,N,113,0,0,0,1
422,10/23/2017,IN,49.1,50,93.9,2.97,NA,M,A,N,11/17/2017,OUT,48.2,48.4,91.1,2.54,NA,M,A,N,25,1,0,1,1
860,11/10/2015,IN,49.5,NA,95.1,2.97,3,M,A,N,11/26/2015,OUT,47.8,NA,95.8,2.7,2.8,U,A,N,16,1,0,1,1
220,11/16/2011,IN,57.1,NA,104.1,2.97,3.4,M,A,N,12/9/2012,IN,49.2,NA,104,2.84,1.8,M,A,N,389,0,1,1,0
143,11/10/2011,IN,62,NA,104.2,2.97,NA,M,A,N,3/12/2012,OUT,64.3,NA,118.9,4.18,4,U,A,N,123,1,0,1,1
609,10/23/2015,IN,49,NA,88.8,2.98,NA,M,A,N,11/9/2016,IN,58.5,57.6,102.4,4.14,NA,M,A,N,383,1,0,1,0
791,11/16/2015,OUT,61.1,NA,111.3,2.99,3.1,U,A,N,4/3/2017,OUT,65.6,65.4,122.5,4.72,NA,U,A,N,504,1,0,1,0
118,2/19/2012,OUT,50.5,NA,95,2.99,3,M,A,N,2/29/2012,IN,54.3,NA,97.5,2.71,2.4,M,A,N,10,0,1,1,1
102,1/1/2011,OUT,58.8,NA,110.1,3,NA,U,A,N,12/8/2012,IN,55.1,NA,81.7,3.16,3,F,A,Y,707,1,0,1,0
294,2/19/2012,IN,60,NA,99.4,3,3,U,A,N,3/2/2012,OUT,54.4,NA,92.3,2.24,2.2,U,A,N,12,1,0,1,1
122,1/27/2012,IN,56,NA,96.9,3,3,M,A,N,2/28/2012,OUT,58.1,NA,100.6,3.88,4,U,A,U,32,1,0,1,1
87,11/30/2010,IN,61,NA,102.3,3,NA,M,A,N,12/26/2011,IN,62.7,NA,97.65,2.6,2.1,M,A,N,391,0,0,0,0
68,12/31/2010,OUT,60,NA,105,3,NA,F,A,U,11/27/2011,IN,64.6,NA,112.5,3.88,3.8,F,A,Y,331,0,1,1,0
23,11/4/2010,IN,52.2,NA,85.41,3,NA,M,A,N,11/16/2011,IN,57,NA,101.7,2.64,2.6,M,A,N,377,0,0,0,0
189,11/9/2011,IN,48.7,NA,92.7,3.01,NA,F,A,U,3/3/2012,OUT,61.2,NA,105.3,NA,NA,F,A,N,115,1,0,1,1
461,11/7/2017,IN,54.8,54.8,95.4,3.03,NA,M,U,N,10/31/2018,IN,58.8,58.4,104.1,3.42,NA,M,A,N,358,0,0,0,0
832,11/10/2015,IN,57.6,NA,107.1,3.03,3.1,M,A,N,11/18/2015,OUT,53.7,NA,103.6,3.07,3.2,U,A,N,8,1,0,1,1
888,10/23/2015,IN,47.2,NA,100.9,3.03,3.2,M,A,N,11/9/2015,OUT,54.5,NA,95.5,2.71,2.4,M,U,N,17,1,0,1,1
609,10/30/2014,IN,57,NA,95,3.03,3.8,M,U,N,3/13/2015,OUT,50.5,NA,79,3.06,3.1,M,U,N,134,0,0,0,1
612,12/24/2014,OUT,51.6,NA,93.3,3.04,3.2,M,U,N,10/25/2015,IN,53.2,NA,80.7,2.78,2.8,M,U,N,305,1,0,1,0
356,11/26/2013,OUT,61.9,NA,106.7,3.04,3.2,F,A,N,2/10/2014,IN,57,NA,109.6,6.6,6.1,F,A,N,76,0,1,1,1
337,11/18/2013,IN,46.7,NA,95.8,3.04,2.6,M,A,N,12/5/2013,OUT,54.2,NA,101.2,3.31,3,M,A,N,17,1,0,1,1
186,1/26/2012,IN,61.5,NA,113.1,3.04,3.2,M,A,N,12/8/2012,IN,56.2,NA,78.6,3.04,2.9,M,A,N,317,0,1,1,0
600,11/11/2015,IN,52.2,NA,103.3,3.05,3,M,A,N,12/16/2015,OUT,55.3,NA,94,2.85,3,U,A,N,35,1,0,1,1
780,11/19/2015,OUT,52.9,NA,93.5,3.05,3,U,A,N,12/2/2015,OUT,52.1,NA,90.9,2.74,2.6,U,A,N,13,0,0,0,1
609,3/13/2015,OUT,50.5,NA,79,3.06,3.1,M,U,N,10/23/2015,IN,49,NA,88.8,2.98,NA,M,A,N,224,0,1,1,1
313,1/13/2015,OUT,60.4,NA,100.1,3.06,3.2,F,A,N,3/23/2015,IN,58.9,NA,100.4,3.92,3.8,F,A,N,69,0,1,1,1
611,10/27/2015,OUT,57,NA,100.1,3.08,3.1,M,A,N,11/8/2016,IN,60.3,60.4,106.2,3.86,NA,M,A,N,378,0,1,1,0
282,2/18/2012,IN,56.2,NA,102.6,3.08,3,F,A,Y,3/12/2012,OUT,54.4,NA,105.6,4.43,4.4,F,A,U,23,1,0,1,1
594,10/26/2015,IN,56.1,NA,103.9,3.09,3,M,A,N,12/2/2015,OUT,53.9,NA,99.4,3.64,4,U,A,N,37,1,0,1,1
434,10/24/2017,IN,52.3,53,95.5,3.1,NA,M,A,N,10/21/2018,IN,49.5,48.5,99.5,3.61,NA,M,U,N,362,0,0,0,0
205,11/10/2011,IN,63.5,NA,94.7,3.1,NA,M,A,N,2/25/2013,OUT,64.4,NA,104,6.67,6,M,A,N,473,0,0,0,0
15,11/16/2011,IN,56.4,NA,102.8,3.1,3,M,A,N,1/10/2012,OUT,54.9,NA,98.3,2.72,2.6,M,A,N,55,1,0,1,1
753,10/20/2015,IN,53.9,NA,98.5,3.11,3,M,A,N,12/2/2015,OUT,46.7,NA,89.5,2.54,2.4,U,A,N,43,1,0,1,1
611,10/16/2015,IN,58.5,NA,102.8,3.11,3.2,M,A,N,10/27/2015,OUT,57,NA,100.1,3.08,3.1,M,A,N,11,1,0,1,1
196,11/9/2011,IN,57.6,NA,103.6,3.11,NA,M,A,N,11/15/2011,OUT,57.3,NA,102.8,2.25,NA,M,A,N,6,1,0,1,1
38,11/3/2015,IN,58.2,NA,70.2,3.12,3,M,A,N,12/2/2015,OUT,49.8,NA,76.8,2.65,3,U,A,N,29,1,0,1,1
915,10/26/2015,IN,55.2,NA,101.1,3.12,2.8,M,A,N,11/2/2015,OUT,60.7,NA,100.1,3.43,3.2,M,A,N,7,1,0,1,1
200,11/9/2011,IN,57.6,NA,103.4,3.12,NA,M,A,N,11/27/2011,OUT,54,NA,100.2,2.91,2.8,M,A,N,18,1,0,1,1
820,10/27/2015,OUT,52.4,NA,93.3,3.13,3.2,F,A,Y,11/8/2015,IN,56.7,NA,97.8,3.37,3.5,F,A,Y,12,0,1,1,1
711,11/23/2014,IN,58.2,NA,106.4,3.13,3.8,F,U,Y,12/21/2014,IN,60.7,NA,106.5,3.86,3.6,F,U,N,28,0,0,0,1
292,2/19/2012,IN,58,NA,101.5,3.13,3.4,F,A,N,2/27/2012,OUT,52.3,NA,95.8,3.01,3.2,F,A,N,8,1,0,1,1
492,12/20/2017,OUT,58.2,58.1,104.2,3.14,NA,U,U,N,10/26/2018,IN,53,51.5,102,3.46,NA,M,A,N,310,0,1,1,0
780,10/26/2015,IN,57.2,NA,95,3.14,3.5,M,U,N,11/19/2015,OUT,52.9,NA,93.5,3.05,3,U,A,N,24,1,0,1,1
242,11/27/2011,IN,66.5,NA,116.5,3.14,3,F,A,N,12/16/2012,IN,65.3,NA,118.5,3.92,4.2,F,A,Y,385,0,0,0,0
202,11/10/2011,IN,59.7,NA,109.3,3.14,NA,M,A,N,11/23/2011,OUT,56.5,NA,103,2.93,2.6,M,A,N,13,1,0,1,1
531,10/23/2018,IN,47.1,47.5,97.9,3.15,NA,M,U,N,10/28/2018,OUT,51.1,53.8,90.5,2.96,NA,M,U,N,5,1,0,1,1
634,10/30/2014,IN,52.3,NA,92,3.15,3,M,U,N,12/6/2014,OUT,53.3,NA,95.7,2.56,2.4,M,U,N,37,1,0,1,1
177,12/6/2011,IN,56.1,NA,111.8,3.15,3,M,A,N,11/27/2012,IN,61.8,NA,111.6,2.34,2.2,M,A,N,357,0,1,1,0
635,3/21/2015,IN,52.5,NA,97.6,3.16,3,M,U,N,11/27/2015,OUT,54.6,NA,98,2.67,2.6,M,A,N,251,1,0,1,1
