MasterID,date,Direction.of.Travel,SVL_1stMeasurement,SVL_2ndMeasurement,TL,Weight,Volume.disp,Sex,Age,gravid,next.date,next.direction.of.travel,next.first.svl,next.second.svl,next.tl.svl,next.weight,next.vol.disp,next.sex,next.age,next.gravid,days.between.captures,is.pond.growth,is.upland.growth,in.out.out.in,is.training
271,12/22/2011,IN,62,NA,114.2,3.16,3,F,A,N,11/28/2012,IN,56.8,NA,108.7,4.91,4.2,F,A,N,342,0,0,0,0
329,1/10/2013,OUT,50.7,NA,99.5,3.17,2.3,M,A,N,1/16/2013,IN,57.5,NA,100.9,2.46,2.2,M,A,N,6,0,1,1,1
620,10/27/2014,OUT,58.3,NA,95.9,3.18,2.8,M,U,N,3/21/2015,OUT,69.7,NA,107.6,4.56,4.5,M,U,N,145,0,0,0,1
814,11/18/2015,OUT,53.8,NA,108.8,3.19,3.4,U,A,N,11/30/2016,IN,61.5,58.3,96.7,3.66,NA,F,A,N,378,1,0,1,0
473,12/4/2017,OUT,53.5,53.5,107.1,3.2,NA,U,A,N,10/25/2018,IN,62.1,62.5,106.2,3.71,NA,U,A,N,325,0,1,1,0
680,11/20/2015,OUT,58.6,NA,98.9,3.2,3.7,U,U,N,11/10/2016,IN,62.9,63.2,105.8,4.68,NA,M,A,N,356,1,0,1,0
663,10/25/2015,IN,59.4,NA,98.2,3.2,3.6,M,A,N,11/18/2015,OUT,50.2,NA,95.9,2.63,2.6,U,A,N,24,1,0,1,1
315,11/27/2012,OUT,59.1,NA,102.2,3.2,3.1,F,A,N,10/30/2014,IN,73.3,NA,124.6,7.6,7.2,F,A,Y,702,1,0,1,0
219,1/13/2014,IN,56.3,NA,73,3.2,3.2,M,A,N,4/7/2014,OUT,63.2,NA,81.8,4.91,4.4,M,A,N,84,1,0,1,1
172,1/11/2013,OUT,65.5,NA,98.2,3.2,2.8,M,A,N,11/29/2013,OUT,54.5,NA,105.9,3.64,3.4,M,A,N,322,1,0,1,0
405,10/22/2017,IN,51.4,51.6,96,3.21,NA,M,A,N,12/4/2017,OUT,49.5,50.1,94.4,2.38,NA,M,A,N,43,1,0,1,1
669,10/30/2014,IN,49.8,NA,90.6,3.22,3,F,U,Y,12/6/2014,OUT,49.2,NA,92.7,2.21,2.2,F,U,N,37,1,0,1,1
840,11/18/2015,OUT,58.4,NA,102.5,3.23,3.2,U,A,N,12/1/2016,IN,54.3,56.4,104.8,4.11,NA,F,A,Y,379,0,1,1,0
188,3/17/2012,OUT,54,NA,82.6,3.23,3,M,A,N,12/16/2012,OUT,44.9,NA,90.9,2.66,2.8,M,A,N,274,0,0,0,1
469,12/4/2017,OUT,58,58.2,101.7,3.24,NA,M,A,N,9/24/2018,OUT,61.8,61.9,104.7,4.22,NA,U,A,N,294,0,0,0,1
401,5/3/2017,IN,51.2,51,87,3.24,NA,U,A,N,4/22/2018,OUT,61.1,61.2,110.5,5.19,NA,U,A,N,354,0,1,1,0
657,10/25/2015,IN,54.7,NA,103.2,3.24,3.2,M,U,N,1/22/2016,OUT,54.8,NA,101.1,3.44,3.2,U,A,N,89,1,0,1,1
406,10/22/2017,IN,48.2,47.9,99.1,3.25,NA,M,A,N,10/1/2018,OUT,58.1,57.7,74.3,2.24,NA,U,A,N,344,1,0,1,0
131,1/1/2011,IN,58.9,NA,111.8,3.25,NA,F,A,U,11/23/2011,OUT,64.8,NA,120,5.03,5.2,F,A,Y,326,0,1,1,0
98,12/17/2010,IN,59.02,NA,102.8,3.25,NA,F,A,U,11/10/2011,OUT,66.1,NA,109,4.83,NA,F,A,Y,328,1,0,1,0
30,11/4/2010,IN,56.12,NA,92.01,3.25,NA,U,A,N,1/1/2011,OUT,57.7,NA,115,3.75,NA,U,A,N,58,1,0,1,1
387,12/5/2017,OUT,57.5,60.3,101.7,3.27,NA,M,A,N,10/23/2018,IN,67,68.2,119.1,8.94,NA,F,A,Y,322,0,0,0,0
678,11/30/2016,IN,58.1,57.7,101.6,3.27,NA,M,A,N,4/3/2017,OUT,59.9,62.6,112.8,5.56,NA,U,A,N,124,1,0,1,1
612,10/30/2014,IN,53.9,NA,101.3,3.27,3.4,M,U,N,12/24/2014,OUT,51.6,NA,93.3,3.04,3.2,M,U,N,55,1,0,1,1
638,10/30/2014,IN,51.2,NA,90.2,3.27,3,M,U,N,11/22/2014,IN,53.5,NA,93.9,2.69,2.8,M,U,N,23,0,0,0,1
259,11/30/2012,IN,63.1,NA,112,3.27,3.2,U,A,N,10/22/2013,OUT,67.8,NA,129.8,8.53,8,F,A,Y,326,1,0,1,0
593,10/29/2014,IN,58.2,NA,108.8,3.28,3.2,M,U,N,1/16/2015,OUT,58.8,NA,109.2,2.8,2.9,M,U,N,79,1,0,1,1
260,12/7/2011,IN,58.8,NA,108.7,3.28,3.4,F,A,U,12/21/2011,OUT,55.6,NA,107.5,3,2.8,F,A,Y,14,1,0,1,1
486,12/17/2017,OUT,53.4,53.3,95.2,3.29,NA,U,U,N,11/2/2018,IN,54.3,54.4,105.3,6.94,NA,F,A,Y,320,0,1,1,0
188,10/23/2013,IN,54.4,NA,101.6,3.29,3.2,M,A,N,11/26/2013,OUT,52,NA,99.8,2.9,3.1,M,A,N,34,1,0,1,1
601,10/30/2014,IN,54.5,NA,96.7,3.3,4.2,M,U,N,12/24/2014,OUT,45.5,NA,82.8,2.57,2.6,M,U,N,55,1,0,1,1
313,11/13/2012,OUT,50.24,NA,70.95,3.3,3.2,F,A,Y,11/30/2012,IN,47.9,NA,86.1,2.29,2.3,F,A,Y,17,0,1,1,1
841,11/18/2015,OUT,55.1,NA,108.3,3.31,3.4,U,A,N,12/4/2016,IN,62.7,63.6,113.5,6.15,NA,F,A,Y,382,0,1,1,0
337,12/5/2013,OUT,54.2,NA,101.2,3.31,3,M,A,N,12/10/2013,IN,50.9,NA,93.2,2.68,2.6,M,A,N,5,0,1,1,1
563,11/10/2018,IN,44.6,44.9,93,3.32,NA,M,U,N,11/25/2018,OUT,54.3,53,98.1,2.76,NA,M,U,N,15,1,0,1,1
576,10/26/2015,IN,53.5,NA,95.3,3.33,3.2,F,A,Y,12/13/2016,IN,54.5,54.1,88.4,3.59,NA,F,A,Y,414,0,0,0,0
181,12/17/2012,OUT,57.6,NA,100.7,3.33,3,M,A,N,11/23/2013,OUT,57.9,NA,111.6,3.54,3.4,M,A,N,341,1,0,1,0
194,11/9/2011,IN,62.2,NA,112.2,3.33,NA,M,A,N,3/8/2012,OUT,60,NA,109.4,4.62,4.4,M,A,N,120,1,0,1,1
678,10/16/2015,IN,54.3,NA,99,3.34,3.7,M,A,N,11/17/2015,OUT,49.3,NA,99.4,2.59,2.4,M,A,N,32,1,0,1,1
753,10/25/2018,IN,60,59.8,103.9,3.35,NA,M,A,N,11/12/2018,OUT,56.8,57.4,72.5,2.65,NA,M,A,N,18,1,0,1,1
484,12/5/2017,IN,62,62.5,95.2,3.35,NA,M,A,N,4/22/2018,OUT,56.1,56.2,97.6,4.71,NA,U,A,N,138,1,0,1,1
459,11/4/2017,IN,56.5,56.6,101.9,3.35,NA,M,A,N,12/4/2017,OUT,53.8,53.8,94,2.84,NA,U,A,N,30,1,0,1,1
177,11/28/2011,IN,61.1,NA,113.1,3.35,3.4,M,A,N,12/6/2011,IN,56.1,NA,111.8,3.15,3,M,A,N,8,0,0,0,1
834,11/11/2015,IN,56.6,NA,96.7,3.36,3.6,F,A,Y,11/18/2015,OUT,59.1,NA,101.5,3.12,3.2,U,A,N,7,1,0,1,1
285,12/17/2012,IN,55.6,NA,102.2,3.36,3.2,M,A,N,11/2/2015,IN,61.5,NA,111.3,3.76,3.8,M,A,N,1050,0,1,1,0
820,11/8/2015,IN,56.7,NA,97.8,3.37,3.5,F,A,Y,11/16/2015,OUT,55.7,NA,99.3,2.33,2.4,U,A,N,8,1,0,1,1
381,9/25/2018,OUT,53.2,53.1,99.6,3.38,NA,U,A,N,11/1/2018,IN,54.5,54.4,102.3,3.43,NA,M,A,N,37,0,1,1,1
666,12/22/2015,OUT,60.5,NA,107,3.38,3,U,A,N,11/8/2016,IN,63.3,63.6,116.1,4.58,NA,M,A,N,322,0,1,1,0
756,10/25/2015,IN,52.2,NA,99.2,3.38,3.2,M,U,N,11/9/2015,IN,51.3,NA,96.4,2.81,3,M,U,N,15,0,0,0,1
200,11/26/2013,IN,62.5,NA,104,3.38,3.2,M,A,N,10/29/2015,IN,59.4,NA,101,3.91,4,M,A,N,702,1,0,1,0
334,1/15/2013,IN,57.6,NA,99.5,3.38,3,F,A,N,11/26/2013,IN,61.7,NA,112,4.33,4.2,F,A,N,315,0,0,0,0
307,11/27/2012,OUT,59,NA,107.4,3.38,2.7,F,A,N,10/28/2013,IN,65.3,NA,108.9,6.2,6,F,A,N,335,1,0,1,0
771,11/26/2015,IN,51,NA,106.1,3.39,3.4,F,A,Y,11/9/2016,IN,63,62.5,119.6,6.89,NA,U,A,N,349,0,0,0,0
323,12/17/2012,OUT,59.1,NA,104.8,3.39,3.7,M,A,N,2/26/2013,IN,55.3,NA,92.6,3.15,2.4,M,A,N,71,0,1,1,1
431,10/24/2017,IN,55.3,55,96.5,3.4,NA,M,A,N,12/17/2017,OUT,45,44.2,94.8,2.57,NA,U,A,N,54,1,0,1,1
653,10/22/2015,IN,58.9,NA,107,3.4,3.6,M,A,N,11/18/2015,OUT,55.6,NA,104.4,2.93,3.2,F,A,Y,27,1,0,1,1
181,12/24/2014,OUT,57.5,NA,108.6,3.4,3.6,M,A,N,10/14/2015,IN,60,NA,107.9,4.06,3.8,M,A,N,294,0,1,1,0
906,5/9/2014,OUT,59.4,NA,105.2,3.4,5.4,U,A,N,3/13/2015,IN,55.7,NA,68.4,2.7,2.6,U,U,N,308,0,1,1,0
741,11/2/2015,IN,52.1,NA,96,3.41,3.4,F,A,Y,4/14/2016,OUT,54.2,NA,106.5,7.16,6.9,F,A,N,164,1,0,1,1
308,11/27/2015,IN,69.4,NA,114.7,3.41,4.2,U,A,N,12/31/2015,OUT,64.5,NA,120.3,6.6,6.96,U,A,N,34,1,0,1,1
461,10/31/2018,IN,58.8,58.4,104.1,3.42,NA,M,A,N,11/13/2018,OUT,52.3,51.7,101.8,3.35,NA,U,A,N,13,1,0,1,1
313,12/29/2014,IN,59.6,NA,107.9,3.42,3.4,F,A,N,1/13/2015,OUT,60.4,NA,100.1,3.06,3.2,F,A,N,15,1,0,1,1
172,12/20/2014,OUT,56.1,NA,105.3,3.45,2.8,M,A,N,11/8/2016,IN,57.8,58.1,114.5,3.89,NA,M,A,N,689,0,0,0,0
699,11/18/2015,OUT,61.2,NA,107.6,3.46,4,F,A,Y,11/30/2016,IN,61.6,66.2,106.1,5.46,NA,F,A,Y,378,0,0,0,0
618,12/20/2014,OUT,49.6,NA,99.1,3.47,3,U,U,N,10/13/2015,IN,57.9,NA,116.6,5.59,5.8,U,A,N,297,1,0,1,0
337,10/31/2013,OUT,55.2,NA,103,3.47,4,M,A,N,11/18/2013,IN,46.7,NA,95.8,3.04,2.6,M,A,N,18,0,1,1,1
908,10/30/2014,IN,43.5,NA,96,3.48,3.2,M,Y,N,12/24/2014,OUT,53.6,NA,101.4,2.75,2.6,M,Y,N,55,1,0,1,1
699,11/1/2015,OUT,60.4,NA,105.3,3.49,3.2,U,U,N,11/18/2015,OUT,61.2,NA,107.6,3.46,4,F,A,Y,17,0,0,0,1
219,12/23/2013,OUT,63,NA,73.8,3.5,4,M,A,N,1/13/2014,IN,56.3,NA,73,3.2,3.2,M,A,N,21,0,1,1,1
120,1/1/2011,IN,49.2,NA,88.7,3.5,NA,F,A,U,12/7/2011,OUT,53.3,NA,96.5,2.75,2.4,F,A,Y,340,0,0,0,0
122,1/1/2011,OUT,54.4,NA,105.6,3.5,NA,M,A,N,11/27/2011,IN,59,NA,95.4,2.69,3.4,M,A,N,330,1,0,1,0
143,1/1/2011,OUT,60.55,NA,102.05,3.5,NA,M,A,N,11/10/2011,IN,62,NA,104.2,2.97,NA,M,A,N,313,1,0,1,0
157,1/2/2011,IN,59.4,NA,104.5,3.5,NA,U,A,N,1/9/2011,OUT,67.5,NA,101.5,3.25,NA,U,A,N,7,1,0,1,1
102,12/17/2010,IN,64.3,NA,113.5,3.5,NA,M,A,N,1/1/2011,OUT,58.8,NA,110.1,3,NA,U,A,N,15,1,0,1,1
692,11/22/2014,IN,51.3,NA,95.1,3.52,3.6,F,U,Y,12/25/2014,OUT,52.8,NA,94.6,2.69,2.7,F,U,N,33,1,0,1,1
107,1/16/2015,IN,66.4,NA,121.6,3.53,3.6,F,A,N,4/22/2018,OUT,64,64.3,101,7.93,NA,U,A,N,1192,1,0,1,0
783,1/21/2016,OUT,50.2,NA,97.1,3.53,3.8,U,A,N,4/2/2016,OUT,52.1,NA,100.3,4.85,5,U,A,N,72,0,0,0,1
687,11/22/2014,IN,59.2,NA,93.2,3.53,3.4,F,U,Y,12/7/2014,OUT,57.7,NA,95.4,2.47,2.4,F,A,N,15,1,0,1,1
187,12/9/2012,IN,52.6,NA,114.1,3.53,3.8,F,A,NA,2/26/2013,OUT,68.2,NA,119.1,6.42,6.2,F,A,NA,79,1,0,1,1
386,12/13/2016,OUT,63.2,63.3,129.1,3.54,NA,F,A,Y,10/29/2018,IN,64.6,63.6,127.8,8.64,NA,F,A,Y,685,0,1,1,0
353,12/28/2014,OUT,58.2,NA,107.7,3.54,3.4,F,A,N,3/23/2015,OUT,58.1,NA,109.5,4.24,4.2,F,A,N,85,0,0,0,1
181,11/23/2013,OUT,57.9,NA,111.6,3.54,3.4,M,A,N,10/30/2014,IN,62.2,NA,113.6,4.19,4.4,M,A,N,341,0,0,0,0
288,3/11/2012,OUT,63,NA,119.6,3.55,3.6,U,A,N,12/5/2013,OUT,68.5,NA,110,6.27,6.4,U,A,N,634,1,0,1,0
596,11/9/2015,IN,60,NA,100.8,3.56,3.2,M,A,N,12/2/2015,OUT,56.1,NA,101.2,2.85,3,U,A,N,23,1,0,1,1
811,11/16/2015,OUT,59.4,NA,109.7,3.56,3.8,F,A,Y,12/2/2015,OUT,61.5,NA,112.2,3.76,3.8,F,A,Y,16,0,0,0,1
308,11/26/2013,IN,61.9,NA,107.6,3.56,4,F,A,N,4/8/2014,OUT,71.7,NA,121.7,9.1,12,F,A,N,133,1,0,1,1
859,10/30/2014,IN,55.7,NA,103.3,3.59,3.6,M,Y,N,12/28/2014,OUT,53.3,NA,100.01,2.69,2.8,M,Y,N,59,1,0,1,1
325,12/18/2012,IN,60,NA,107.5,3.59,3.2,M,A,N,2/26/2013,OUT,62.8,NA,112.8,6.8,6.8,F,A,N,70,1,0,1,1
359,12/1/2013,IN,66.5,NA,115.8,3.6,3.6,U,A,N,1/10/2014,IN,66.2,NA,114.8,5.05,4.7,U,A,N,40,0,0,0,1
103,12/18/2010,IN,52.15,NA,115.78,3.6,NA,M,A,N,1/25/2011,IN,62,NA,113,4.5,NA,M,A,N,38,0,0,0,1
434,10/21/2018,IN,49.5,48.5,99.5,3.61,NA,M,U,N,11/20/2018,OUT,56.1,56.6,100.6,2.97,NA,U,A,N,30,1,0,1,1
353,12/20/2014,IN,67.3,NA,107.2,3.62,3.8,F,A,N,12/28/2014,OUT,58.2,NA,107.7,3.54,3.4,F,A,N,8,1,0,1,1
191,11/16/2011,OUT,64.5,NA,119.2,3.62,3.6,M,A,N,2/19/2012,IN,61.7,NA,112,3.89,4,M,A,N,95,0,1,1,1
311,11/27/2014,IN,56.9,NA,93.8,3.63,3.6,F,A,U,3/14/2015,OUT,57.6,NA,106.2,5.03,4.8,F,A,N,107,1,0,1,1
781,11/18/2015,OUT,60.8,NA,100.6,3.64,3.6,F,A,N,12/5/2016,IN,69,68.4,115.2,6.57,NA,F,A,Y,383,0,1,1,0
172,11/29/2013,OUT,54.5,NA,105.9,3.64,3.4,M,A,N,10/14/2014,IN,58.3,NA,105.9,4.64,4,M,A,N,319,1,0,1,0
297,3/8/2012,IN,63.5,NA,109.1,3.64,3.6,U,A,N,3/17/2012,OUT,55.7,NA,104.1,3.26,3.6,U,A,N,9,1,0,1,1
766,10/26/2015,IN,51.1,NA,96.5,3.65,3.4,F,A,Y,12/4/2016,IN,59,59.2,110,4.38,NA,F,A,Y,405,0,0,0,0
802,11/1/2015,OUT,55.4,NA,96.5,3.65,3.6,F,A,Y,12/4/2016,IN,65.3,66.9,123.9,7.19,NA,F,A,Y,399,0,1,1,0
808,11/2/2015,OUT,51.3,NA,96.6,3.65,3.6,F,A,Y,11/9/2015,IN,51.8,NA,101.4,3.67,4,F,A,Y,7,0,1,1,1
594,10/15/2015,OUT,55.7,NA,101.7,3.65,3.2,M,A,N,10/26/2015,IN,56.1,NA,103.9,3.09,3,M,A,N,11,0,1,1,1
282,12/31/2011,OUT,56.4,NA,101.2,3.65,3.6,F,A,Y,2/18/2012,IN,56.2,NA,102.6,3.08,3,F,A,Y,49,0,1,1,1
814,11/30/2016,IN,61.5,58.3,96.7,3.66,NA,F,A,N,12/13/2016,OUT,56.9,56.7,91,2.92,NA,M,A,N,13,1,0,1,1
309,11/13/2012,OUT,50.15,NA,90.5,3.66,18.5,F,A,Y,12/8/2012,IN,51.4,NA,92.4,2.31,2.8,F,A,N,25,0,1,1,1
808,11/9/2015,IN,51.8,NA,101.4,3.67,4,F,A,Y,11/18/2015,OUT,56.9,NA,102.7,3.64,4,F,A,Y,9,1,0,1,1
653,12/24/2014,OUT,58.8,NA,108,3.68,3.6,M,U,N,10/22/2015,IN,58.9,NA,107,3.4,3.6,M,A,N,302,1,0,1,0
20,11/9/2011,IN,68.5,NA,119.5,3.68,NA,F,A,U,10/19/2013,IN,76.4,NA,143,10.37,10.2,F,A,Y,710,0,0,0,0
257,12/5/2011,IN,62.8,NA,103.2,3.68,3.6,F,A,Y,2/26/2013,OUT,72.4,NA,126.4,9.65,9.2,F,A,N,449,1,0,1,0
773,10/26/2015,OUT,58.6,NA,90.3,3.69,4.7,F,A,Y,11/25/2016,IN,59.1,59.3,105.8,6.41,NA,F,A,N,396,1,0,1,0
363,11/8/2016,IN,55.9,51.6,95.7,3.69,NA,M,U,N,11/25/2016,OUT,56.1,55.9,105.2,3.66,NA,M,A,N,17,1,0,1,1
107,12/21/2014,OUT,63.5,NA,108.5,3.7,3.8,F,A,N,1/16/2015,IN,66.4,NA,121.6,3.53,3.6,F,A,N,26,0,1,1,1
259,3/18/2012,OUT,62.5,NA,113.7,3.72,3.6,F,A,N,11/30/2012,IN,63.1,NA,112,3.27,3.2,U,A,N,257,0,1,1,1
763,10/26/2015,IN,57.4,NA,109.6,3.73,3.2,M,U,N,12/17/2015,OUT,55.1,NA,103.6,2.86,3,U,A,N,52,1,0,1,1
280,11/12/2012,OUT,58.4,NA,106.9,3.73,3.8,M,A,N,10/31/2013,OUT,57.2,NA,118.4,5.37,5.2,M,A,N,353,0,1,1,0
451,12/17/2017,OUT,66.8,66.5,119.6,3.74,NA,F,A,N,9/25/2018,OUT,59.3,58.9,110,5.98,NA,U,A,N,282,0,0,0,1
5,11/4/2010,IN,55.88,NA,106.7,3.75,NA,M,A,N,12/31/2010,OUT,55.4,NA,105.7,3.25,NA,M,A,N,57,1,0,1,1
554,11/2/2018,IN,52.3,52.8,93,3.78,NA,F,A,Y,11/12/2018,OUT,54.2,53.6,97.1,2.73,NA,F,A,Y,10,1,0,1,1
680,10/16/2015,IN,55.1,NA,97.5,3.78,3.8,M,A,N,11/20/2015,OUT,58.6,NA,98.9,3.2,3.7,U,U,N,35,1,0,1,1
666,10/30/2014,IN,59.6,NA,108.3,3.78,3.6,M,U,N,10/22/2015,IN,60.5,NA,112.7,5.02,4.8,M,A,N,357,0,0,0,0
167,11/27/2013,OUT,53.9,NA,100.6,3.78,3.8,M,A,N,10/30/2014,IN,57,NA,107.9,5.34,5.2,F,A,Y,337,1,0,1,0
387,3/25/2017,OUT,51.2,51,103,3.79,NA,U,A,N,12/5/2017,OUT,57.5,60.3,101.7,3.27,NA,M,A,N,255,0,1,1,1
855,11/19/2015,IN,61.9,NA,112.3,3.79,3.8,U,A,N,12/17/2015,OUT,54.3,NA,105.6,3.47,4,U,A,N,28,1,0,1,1
236,11/27/2011,IN,55.6,NA,98.7,3.8,3.6,F,A,Y,2/26/2013,OUT,68.8,NA,116.1,7.01,8.2,F,A,N,457,0,1,1,0
618,10/26/2014,IN,53.3,NA,96.6,3.81,4,U,U,N,12/20/2014,OUT,49.6,NA,99.1,3.47,3,U,U,N,55,1,0,1,1
47,12/8/2012,IN,57.8,NA,115.9,3.81,4,F,A,N,11/22/2013,IN,68.3,NA,125.6,4.79,5,F,A,N,349,0,0,0,0
713,3/19/2015,OUT,52.8,NA,96.5,3.82,3.6,M,U,N,10/23/2015,IN,51.5,NA,96.6,3.04,3,U,A,N,218,0,1,1,1
857,10/14/2014,IN,56.7,NA,103.4,3.82,3.5,M,Y,N,12/28/2014,OUT,56.1,NA,103.1,3.38,3.4,M,Y,N,75,1,0,1,1
682,11/16/2015,OUT,61,NA,113.8,3.84,4,U,A,N,11/9/2016,IN,59.5,60.5,113.5,5.35,NA,F,A,N,359,1,0,1,0
806,11/10/2015,IN,61.1,NA,106,3.85,3.9,F,A,Y,11/18/2015,OUT,54.1,NA,105.3,2.89,2.6,F,A,Y,8,1,0,1,1
782,11/18/2015,OUT,68.2,NA,123.5,3.86,4.2,U,A,N,12/5/2016,IN,67.2,67.1,119.9,5.23,NA,F,A,N,383,0,1,1,0
699,11/22/2014,IN,53.3,NA,106.6,3.86,3.6,F,U,Y,3/23/2015,OUT,62.3,NA,110.8,4.32,4.2,F,U,N,121,1,0,1,1
921,11/4/2018,IN,48.5,49,94,3.87,NA,F,A,Y,12/1/2018,OUT,52.6,53,92.8,3.54,NA,F,A,Y,27,1,0,1,1
309,11/4/2012,IN,56.4,NA,95.2,3.87,4,F,A,Y,11/13/2012,OUT,50.15,NA,90.5,3.66,18.5,F,A,Y,9,1,0,1,1
68,11/27/2011,IN,64.6,NA,112.5,3.88,3.8,F,A,Y,3/12/2012,OUT,69.4,NA,124.1,6.09,5.9,F,A,N,106,1,0,1,1
806,11/1/2015,OUT,59.7,NA,106.4,3.89,4,F,A,Y,11/10/2015,IN,61.1,NA,106,3.85,3.9,F,A,Y,9,0,1,1,1
38,12/28/2014,OUT,56.1,NA,105.5,3.89,3.9,M,A,N,10/15/2015,IN,59.8,NA,108.1,4.05,3.9,U,A,N,291,0,1,1,1
818,11/9/2015,OUT,48.3,NA,91.5,3.91,4,F,A,N,11/18/2015,IN,56.4,NA,99.8,2.96,3.2,F,A,Y,9,0,1,1,1
737,1/13/2015,OUT,56.9,NA,104.4,3.92,3.8,M,U,N,3/23/2015,IN,55.2,NA,106,3.97,4,M,U,N,69,0,1,1,1
620,11/9/2015,IN,62.5,NA,106.1,3.93,3.9,M,A,N,11/19/2015,OUT,60,NA,104.3,3.6,3.9,M,A,N,10,1,0,1,1
145,11/23/2013,OUT,65.8,NA,108.7,3.93,5.4,F,A,N,11/23/2014,IN,65.3,NA,117.1,5.66,6,F,A,Y,365,0,1,1,0
310,11/26/2013,IN,66.9,NA,91.5,3.93,3.2,F,A,N,10/30/2014,OUT,65,NA,111.1,6.25,5.8,F,A,Y,338,0,0,0,0
682,11/23/2014,OUT,53.3,NA,99.3,3.94,3.6,F,U,Y,12/22/2014,IN,60.3,NA,110,3.1,3,F,A,N,29,0,1,1,1
326,12/28/2012,IN,51.3,NA,86.8,3.94,3.8,F,A,Y,10/31/2013,OUT,57.8,NA,104.2,6.1,5.8,F,A,Y,307,0,1,1,0
530,10/23/2018,IN,50.6,50.6,95.4,3.95,NA,F,A,Y,11/24/2018,OUT,52.1,51.4,92.3,3.53,NA,F,A,Y,32,1,0,1,1
539,11/18/2017,OUT,55.5,57.9,95,3.95,NA,F,A,Y,10/15/2018,IN,62.2,62.2,110.5,7.93,NA,F,A,Y,331,0,1,1,0
737,12/28/2014,IN,50.4,NA,111.5,3.95,4,M,U,N,1/13/2015,OUT,56.9,NA,104.4,3.92,3.8,M,U,N,16,1,0,1,1
145,12/1/2014,OUT,66.6,NA,116.8,3.95,3.8,F,A,N,12/23/2014,IN,NA,NA,NA,NA,NA,F,A,NA,22,0,1,1,1
187,11/26/2013,IN,61.9,NA,118.4,3.95,3.8,F,A,NA,4/4/2014,OUT,63.9,NA,121.8,7.61,7,F,A,N,129,1,0,1,1
177,11/4/2011,IN,63.9,NA,120.9,3.95,NA,M,A,N,11/27/2011,OUT,61.1,NA,113.1,3.35,3.4,M,A,N,23,1,0,1,1
158,11/27/2011,IN,60.5,NA,99.1,3.96,4,F,A,Y,2/25/2013,OUT,73.2,NA,120.6,7.8,8.6,F,A,N,456,1,0,1,0
737,3/23/2015,IN,55.2,NA,106,3.97,4,M,U,N,4/22/2016,OUT,58.2,NA,101,5.24,5,U,A,N,396,1,0,1,0
750,10/13/2015,IN,57.4,NA,102.9,3.97,3.8,U,A,N,12/2/2015,OUT,50.5,NA,97.2,2.7,2.4,U,A,N,50,1,0,1,1
191,11/9/2011,OUT,64.5,NA,121.4,3.97,NA,M,A,N,11/16/2011,OUT,64.5,NA,119.2,3.62,3.6,M,A,N,7,0,0,0,1
514,10/18/2018,IN,54.2,53.1,102.3,3.99,NA,U,A,N,11/13/2018,OUT,52.8,53.8,96.2,4.3,NA,U,U,N,26,1,0,1,1
805,11/1/2015,OUT,61.6,NA,112.8,4,4,F,A,Y,5/3/2016,OUT,59.4,NA,112.2,7.06,8,F,A,N,184,0,0,0,1
733,11/9/2015,OUT,50.5,NA,106.9,4,4,M,A,N,11/20/2015,OUT,58.7,NA,110.3,3.62,3.8,U,A,N,11,0,0,0,1
54,11/4/2010,IN,54.4,NA,97.3,4,NA,M,A,N,2/27/2013,OUT,70.2,NA,132.3,9.69,9,M,A,N,846,1,0,1,0
