MasterID,date,mean.svl,bci,next.bci
596,11/6/2014,53.9,-0.117034127,0.419735849
675,11/6/2014,52.1,-0.202072818,0.022388449
587,11/6/2014,59.6,-0.624562755,-0.137960086
678,11/6/2014,53.8,-0.239688898,0.054967396
668,11/17/2014,59.1,-0.307713586,0.314128167
679,11/17/2014,60,0.021806601,-0.112862068
891,11/22/2014,50,-0.271529868,-0.398445541
661,11/22/2014,49.8,-0.25205947,-0.402661711
680,11/22/2014,53.5,-0.307050336,0.141243389
681,11/22/2014,49.6,0.058716387,-0.269803427
682,11/22/2014,56.8,0.103061033,0.267023824
597,11/22/2014,47.5,0.067714218,-0.399419175
652,11/22/2014,47.8,-0.148366363,-0.117978974
47,11/22/2014,68.8,0.055275519,-0.306385081
611,11/22/2014,45.6,0.132029977,-0.213136034
579,11/22/2014,56.7,0.174027609,0.551469513
683,11/22/2014,48.6,-0.073048079,0.053834769
685,11/22/2014,50.2,-0.332994282,-0.085385063
687,11/22/2014,59.2,-0.119253447,-0.4060634
688,11/22/2014,51.4,-0.292442544,0.225265966
689,11/22/2014,55.3,-0.230866076,-0.04868141
690,11/22/2014,40,-0.471147964,-0.4203398
154,11/22/2014,68.1,-0.005725802,-0.226758736
691,11/22/2014,53,-0.235687618,0.003292678
692,11/22/2014,51.3,0.247997113,-0.09119245
694,11/22/2014,52.5,-0.005423188,-0.155194592
695,11/22/2014,49.6,-0.505557071,0.336753043
696,11/22/2014,48.6,-0.14204095,-0.148431385
698,11/22/2014,47.1,-0.337474348,-0.080261161
699,11/22/2014,53.3,0.246510284,-0.062520102
247,11/22/2014,63.9,0.327888729,0.274955514
311,11/22/2014,57.2,0.439473369,0.016428307
700,11/22/2014,46,-0.261402077,-0.253427169
638,11/22/2014,53.5,-0.123985008,-0.127658332
703,11/22/2014,58.4,0.322744137,-0.248203058
882,11/22/2014,49.4,-0.55681239,0.105680075
707,11/22/2014,46.3,-0.108401945,-0.321420575
663,11/23/2014,45,-0.309865745,-0.22676981
20,11/23/2014,68.3,0.063407957,-0.325391075
685,11/23/2014,44.8,-0.085385063,0.223322263
145,11/23/2014,65.3,0.067108853,-0.353499925
702,11/23/2014,53.6,-0.147431936,0.124848029
704,11/23/2014,47.5,-0.343867117,-0.36779139
705,11/23/2014,48.8,-0.322368051,-0.20056712
647,11/23/2014,48.4,-0.489346592,0.203519147
594,11/23/2014,47.9,-0.344368134,0.07813864
310,11/23/2014,67.8,0.044338589,-0.133295648
890,11/23/2014,50.5,-0.279839486,-0.273304803
682,11/23/2014,53.3,0.267023824,-0.300680369
710,11/23/2014,44.1,-0.148440464,-0.148580983
671,11/23/2014,45.6,-0.006274694,0.311266124
711,11/23/2014,58.2,-0.192671802,-0.100153902
603,11/23/2014,48.8,-0.736343848,-0.228131165
713,11/23/2014,49.1,-0.3767733,0.259516779
714,11/23/2014,49.3,-0.203821045,-0.02606575
661,11/23/2014,49.4,-0.402661711,-0.314993205
717,11/24/2014,59.25,-0.13586135,0.138805355
719,11/24/2014,48,-0.279257023,-0.189153586
720,11/24/2014,52.2,-0.379681263,-0.377634698
606,11/26/2014,48.6,-0.171028487,-0.450761319
722,11/26/2014,40.6,-0.648468269,-0.682450024
345,11/26/2014,65.7,0.105037769,-0.181332286
860,11/26/2014,40,0.458908964,0.162421798
311,11/27/2014,56.9,0.016428307,0.309823085
714,12/1/2014,44.1,-0.02606575,-0.043532594
145,12/1/2014,66.6,-0.353499925,-0.249785872
315,12/6/2014,64.8,-0.210191049,0.297621568
725,12/6/2014,47.9,-0.332391943,-0.338782379
710,12/6/2014,43.2,-0.148580983,0.113800653
660,12/7/2014,51.1,-0.168185451,0.36512386
687,12/7/2014,57.7,-0.4060634,0.049047351
349,12/13/2014,67,-0.106957394,-0.199526727
172,12/20/2014,56.1,0.003047099,0.043442956
618,12/20/2014,49.6,0.313329788,0.401328434
308,12/20/2014,67.7,-0.313179125,0.579436584
40,12/20/2014,69.1,-0.344708736,-0.17720392
681,12/20/2014,52.8,-0.269803427,-0.025907068
353,12/20/2014,67.3,-0.473534036,-0.069578079
107,12/21/2014,63.5,-0.273658498,-0.456548331
654,12/22/2014,47.4,-0.159933108,-0.110024683
682,12/22/2014,60.3,-0.300680369,-0.092169257
628,12/22/2014,44.2,0.124147942,-0.150293106
732,12/23/2014,46.3,-0.188444653,-0.185089995
682,12/23/2014,53.6,-0.092169257,0.071561967
181,12/24/2014,57.5,-0.077136817,-0.016845554
601,12/24/2014,45.5,0.20515179,0.327696555
612,12/24/2014,51.6,0.087339686,-0.07702132
653,12/24/2014,58.8,-0.058899961,-0.142721933
267,12/25/2014,66.1,-0.201939546,0.010232226
733,12/25/2014,47.5,0.153369663,0.413307694
692,12/25/2014,52.8,-0.09119245,-0.319591086
734,12/25/2014,52.2,-0.259633221,-0.172998989
343,12/27/2014,65.4,-0.226436421,-0.045526452
353,12/28/2014,58.2,-0.069578079,0.115543114
736,12/28/2014,47.5,-0.228131165,0.478892811
38,12/28/2014,56.1,0.123082026,-0.009942344
737,12/28/2014,50.4,0.405413563,0.093287313
626,12/28/2014,45.8,-0.216314692,-0.090400346
918,12/28/2014,55.9,0.182587141,0.458981559
313,12/29/2014,59.6,-0.169649371,-0.318352216
675,1/12/2015,47.4,0.022388449,-0.073481027
732,1/13/2015,44.5,-0.185089995,-0.484433838
313,1/13/2015,60.4,-0.318352216,-0.000405711
737,1/13/2015,56.9,0.093287313,0.185600823
107,1/16/2015,66.4,-0.456548331,0.465238462
597,2/2/2015,59.3,-0.399419175,0.2978612
626,2/16/2015,47.7,-0.090400346,-0.071640501
739,2/16/2015,51.2,-0.337949852,-0.363360634
707,2/22/2015,59.9,-0.321420575,-0.492351065
741,2/22/2015,40.2,0.270338232,0.178771206
714,3/3/2015,46.8,-0.043532594,0.236948256
609,3/13/2015,50.5,0.145428249,0.189206401
745,3/13/2015,54.5,0.048587633,0.257417069
744,3/14/2015,44.9,-0.053126199,-0.053126199
311,3/14/2015,57.6,0.309823085,0.382029745
713,3/19/2015,52.8,0.259516779,0.092024337
635,3/21/2015,52.5,0.083892338,-0.182978892
620,3/21/2015,69.7,-0.355117066,-0.16650538
671,3/22/2015,42.9,0.311266124,0.07080848
747,3/22/2015,48.5,0.091485274,0.22620253
626,3/22/2015,47.4,-0.071640501,-0.034016384
600,3/22/2015,54.7,0.26534251,0.062515854
915,3/22/2015,53.1,0.572919224,-0.05533227
207,3/22/2015,62.8,0.137200194,-0.220257454
737,3/23/2015,55.2,0.185600823,0.322616692
699,3/23/2015,62.3,-0.062520102,-0.186865396
748,3/25/2015,50.9,0.001526502,-0.14716841
308,3/26/2015,64.5,0.579436584,0.304421784
308,3/27/2015,66.1,0.304421784,-0.279181113
618,10/13/2015,57.9,0.401328434,0.277072972
750,10/13/2015,57.4,0.082538498,0.020265106
181,10/14/2015,60,-0.016845554,-0.23629946
579,10/14/2015,62.9,0.551469513,-0.058492965
594,10/15/2015,55.7,0.07813864,-0.107156041
38,10/15/2015,59.8,-0.009942344,-0.195871804
678,10/16/2015,54.3,0.054967396,0.034887023
611,10/16/2015,58.5,-0.213136034,-0.152559395
680,10/16/2015,55.1,0.141243389,-0.189292601
753,10/20/2015,53.9,0.00235792,0.137194158
752,10/21/2015,55.6,-0.203945956,0.21591089
754,10/21/2015,56.4,-0.174378662,-0.123682184
596,10/21/2015,51.2,0.419735849,0.08127849
755,10/22/2015,57.5,0.134172277,0.100270725
653,10/22/2015,58.9,-0.142721933,-0.136901453
666,10/22/2015,60.5,0.171978151,-0.223576073
609,10/23/2015,49,0.189206401,0.072937028
888,10/23/2015,47.2,0.290169441,-0.163424078
612,10/25/2015,53.2,-0.07702132,-0.065795871
606,10/25/2015,57.5,-0.450761319,-0.181362121
663,10/25/2015,59.4,-0.22676981,0.008051133
756,10/25/2015,52.2,0.165249973,0.067224793
757,10/25/2015,66.1,0.133577732,-0.418176487
758,10/25/2015,65.5,0.076987739,0.245577304
657,10/25/2015,54.7,0.005831314,0.061044805
759,10/25/2015,56.2,-0.213970187,-0.559309687
267,10/25/2015,76.2,0.010232226,-0.349147998
775,10/26/2015,57.25,0.157718363,0.262608179
762,10/26/2015,57.45,0.036431144,0.067521731
820,10/26/2015,59.8,-0.361340231,0.079037966
576,10/26/2015,53.5,0.089446102,0.117779489
763,10/26/2015,57.4,0.020180637,-0.137658995
765,10/26/2015,59.5,0.248267417,0.165910701
766,10/26/2015,51.1,0.293632594,0.105866709
767,10/26/2015,59.8,0.297905398,0.226574172
571,10/26/2015,52.6,0.613181044,0.232615903
538,10/26/2015,52.9,0.244305715,0.122612026
573,10/26/2015,65.5,0.352463906,0.444500013
769,10/26/2015,57.5,0.418276528,0.275530426
770,10/26/2015,52.4,0.401260363,0.074523979
771,10/26/2015,56,0.325394655,0.224419999
802,10/26/2015,61.5,0.168023204,0.092192594
345,10/26/2015,75.2,-0.181332286,-0.252334785
748,10/26/2015,52,-0.14716841,-0.136041734
675,10/26/2015,54.1,-0.073481027,-0.124912608
40,10/26/2015,73.6,-0.17720392,0.171220443
682,10/26/2015,65.8,0.071561967,-0.240492574
594,10/26/2015,56.1,-0.107156041,0.159718875
773,10/26/2015,57.25,0.081980103,0.016425838
311,10/26/2015,60,0.382029745,0.674129645
775,10/26/2015,57.25,0.262608179,-0.152907195
778,10/26/2015,59.5,0.464812846,0.063426518
780,10/26/2015,57.2,-0.142635495,0.029723296
915,10/26/2015,55.2,-0.05533227,-0.218260824
773,10/26/2015,57.25,0.016425838,0.481992604
782,10/26/2015,69,0.142732697,-0.091982107
806,10/26/2015,60.2,0.002913417,-0.045565416
783,10/26/2015,51.7,-0.0970384,0.302365158
784,10/26/2015,60.6,-0.216495883,0.328363312
692,10/26/2015,54.7,-0.319591086,0.412010724
315,10/26/2015,62.7,0.297621568,-0.307186473
20,10/26/2015,74.2,-0.325391075,-0.160218434
785,10/26/2015,54,-0.204785376,-0.123574942
792,10/26/2015,62.6,0.110750398,-0.042734902
647,10/27/2015,45.2,0.203519147,0.33836641
781,10/27/2015,55.2,0.408240469,-0.01560668
311,10/27/2015,53.8,0.674129645,0.054198423
611,10/27/2015,57,-0.152559395,-0.081415297
787,10/27/2015,59.7,0.045294587,0.376187674
820,10/27/2015,52.4,0.079037966,-0.048522294
790,10/28/2015,60.8,0.163882507,0.408884711
767,10/28/2015,61.4,0.226574172,0.212091642
791,10/28/2015,63.7,0.208697652,0.55696523
793,10/29/2015,56.7,0.18112823,0.106986708
794,10/29/2015,54.4,0.267420272,-0.09300052
606,10/29/2015,53.5,-0.181362121,-0.218522319
796,10/29/2015,45.1,0.068441856,0.021921841
200,10/29/2015,59.4,-0.026383246,-0.2423056
752,10/30/2015,47.1,0.21591089,0.007534404
838,10/30/2015,57.6,0.129487626,-0.192707895
791,10/30/2015,53.8,0.55696523,-0.374286303
682,11/1/2015,66,-0.240492574,-0.151833769
782,11/1/2015,68.2,-0.091982107,0.142559402
308,11/1/2015,70.3,-0.279181113,-0.427855181
883,11/1/2015,54,-0.158623335,-0.207474209
803,11/1/2015,57.1,-0.256132048,0.03594646
806,11/1/2015,59.7,-0.045565416,-0.121486542
802,11/1/2015,55.4,0.092192594,0.306376133
699,11/1/2015,60.4,-0.186865396,-0.232975752
767,11/1/2015,60.6,0.212091642,0.185981029
805,11/1/2015,61.6,-0.106688585,0.564524431
855,11/2/2015,61.6,-0.039029936,-0.17467088
812,11/2/2015,67.9,0.115482982,0.119317118
596,11/2/2015,57.8,0.08127849,-0.148267982
808,11/2/2015,51.3,0.284263291,0.26630453
810,11/2/2015,57,0.319876339,0.264051381
741,11/2/2015,52.1,0.178771206,0.822191221
883,11/2/2015,53.2,-0.207474209,-0.059350164
38,11/3/2015,58.2,-0.195871804,0.034365531
767,11/3/2015,61.6,0.185981029,0.158111791
618,11/3/2015,57.3,0.277072972,0.251755164
40,11/3/2015,64.5,0.171220443,-0.078748734
618,11/3/2015,57.3,0.251755164,-0.34596867
814,11/4/2015,54.3,0.348619635,0.032440762
822,11/5/2015,63.7,-0.065304317,-0.409633425
781,11/6/2015,61.1,-0.01560668,0.157702775
752,11/8/2015,51.7,0.007534404,-0.101357397
675,11/8/2015,53.2,-0.124912608,0.117312788
575,11/8/2015,57.1,0.282266903,0.227372543
828,11/8/2015,57,-0.117468076,0.094576568
820,11/8/2015,56.7,-0.048522294,-0.37072026
682,11/9/2015,66.5,-0.151833769,-0.119402672
818,11/9/2015,48.3,0.493613033,-0.164191817
808,11/9/2015,51.8,0.26630453,0.01917934
596,11/9/2015,60,-0.148267982,-0.188008138
825,11/9/2015,60.1,0.473406306,-0.348896484
756,11/9/2015,50.35,0.067224793,0.112449891
888,11/9/2015,54.5,-0.163424078,-0.061886323
681,11/9/2015,66.4,-0.025907068,0.016967371
620,11/9/2015,62.5,-0.16650538,-0.137094682
733,11/9/2015,50.5,0.413307694,-0.070654036
103,11/9/2015,51.2,0.558661322,0.558793548
597,11/10/2015,48,0.2978612,-0.182153777
860,11/10/2015,49.5,0.162421798,0.146750688
575,11/10/2015,55.1,0.227372543,-0.059508683
832,11/10/2015,57.6,-0.19703428,-0.001217942
806,11/10/2015,61.1,-0.121486542,-0.080377607
782,11/10/2015,63.5,0.142559402,-0.451502739
40,11/11/2015,69.3,-0.078748734,-0.252570928
600,11/11/2015,52.2,0.062515854,-0.150530928
834,11/11/2015,56.6,-0.046809414,-0.238033665
308,11/11/2015,69.8,-0.427855181,-0.631673445
597,11/11/2015,55.9,-0.182153777,0.235644778
579,11/12/2015,70.2,-0.058492965,-0.216493564
836,11/12/2015,59.9,0.117050829,-0.017957608
781,11/12/2015,57.5,0.157702775,-0.163522055
626,11/12/2015,51.5,-0.034016384,-0.033235605
103,11/12/2015,51.9,0.558793548,0.220989701
811,11/16/2015,59.4,-0.120160075,-0.163879337
682,11/16/2015,61,-0.119402672,0.28249129
791,11/16/2015,61.1,-0.374286303,-0.128560193
820,11/16/2015,55.7,-0.37072026,0.046346965
678,11/17/2015,49.3,0.034887023,0.20100956
821,11/18/2015,58.7,-0.382568422,0.188891148
806,11/18/2015,54.1,-0.080377607,0.051432124
653,11/18/2015,55.6,-0.136901453,-0.247093377
782,11/18/2015,68.2,-0.451502739,-0.100912133
818,11/18/2015,56.4,-0.164191817,-0.070990353
814,11/18/2015,53.8,0.032440762,-0.190835147
775,11/18/2015,55.5,-0.152907195,0.190411891
840,11/18/2015,58.4,-0.170591971,0.262419618
699,11/18/2015,61.2,-0.232975752,0.204465844
781,11/18/2015,60.8,-0.163522055,0.042866701
681,11/18/2015,59.9,0.016967371,0.205223155
841,11/18/2015,55.1,0.008467569,0.271937973
663,11/18/2015,50.2,0.008051133,0.125646686
855,11/19/2015,61.9,-0.17467088,0.093151183
842,11/19/2015,55.1,-0.30471308,-0.148992415
605,11/19/2015,52.9,-0.081116686,0.01453386
780,11/19/2015,52.9,0.029723296,-0.039983165
680,11/20/2015,58.6,-0.189292601,-0.010585301
844,11/20/2015,57.5,0.146006735,-0.085626489
579,11/22/2015,66.6,-0.216493564,0.411328744
771,11/26/2015,51,0.224419999,0.371503023
635,11/27/2015,54.6,-0.182978892,-0.218144512
308,11/27/2015,69.4,-0.631673445,0.25823182
618,11/29/2015,67.8,-0.34596867,-0.030233322
267,12/2/2015,73.3,-0.349147998,-0.045568965
780,12/2/2015,52.1,-0.039983165,0.363408057
753,12/2/2015,46.7,0.137194158,-0.209068181
750,12/2/2015,50.5,0.020265106,0.300509363
854,12/11/2015,56,-0.165931744,-0.559450895
759,12/16/2015,57.2,-0.559309687,-0.287646476
181,12/16/2015,56.6,-0.23629946,-0.09307477
666,12/22/2015,60.5,-0.223576073,-0.050923017
308,12/31/2015,64.5,0.25823182,0.023780777
308,1/15/2016,65.3,0.023780777,0.103298642
308,1/21/2016,62.8,0.103298642,-0.067243923
783,1/21/2016,50.2,0.302365158,0.53103762
692,3/7/2016,58.2,0.412010724,0.216906173
692,3/8/2016,60.9,0.216906173,0.451639785
794,3/18/2016,63,-0.09300052,-0.40609126
863,3/28/2016,40.3,-0.012726099,-0.034678269
873,3/31/2016,40.9,0.113316674,-0.096195979
877,3/31/2016,38.9,0.141412414,0.09196766
783,4/2/2016,52.1,0.53103762,0.003008868
741,4/14/2016,54.2,0.822191221,-0.123103698
650,4/15/2016,60.1,0.300053419,-0.281980803
936,4/20/2016,40.5,0.242166397,0.107522457
678,4/27/2016,58.2,0.20100956,-0.14423017
805,5/3/2016,59.4,0.564524431,0.020888797
666,11/8/2016,63.3,-0.050923017,0.491643762
363,11/8/2016,55.9,0.079668629,0.062136016
767,11/9/2016,69.9,0.158111791,0.425523773
365,11/9/2016,45.6,-0.139122793,0.151631251
682,11/9/2016,59.5,0.28249129,0.050252194
597,11/9/2016,60.5,0.235644778,0.288767143
597,11/10/2016,58.8,0.288767143,0.028626575
369,11/25/2016,43.7,-0.106308979,0.420058606
618,11/25/2016,64.3,-0.030233322,0.214284264
372,11/26/2016,61.5,0.160360331,0.476719392
699,11/30/2016,61.6,0.204465844,0.564979564
814,11/30/2016,61.5,-0.190835147,-0.201220725
597,11/30/2016,60.6,0.028626575,0.140640824
375,11/30/2016,66.2,0.044195181,0.042951443
267,11/30/2016,68.7,-0.045568965,0.056839942
376,11/30/2016,64.8,0.256226205,0.281526512
678,11/30/2016,58.1,-0.14423017,0.302254232
380,12/1/2016,57.8,0.129597068,-0.153708442
840,12/1/2016,54.3,0.262419618,-0.201871383
381,12/1/2016,54.9,-0.250892015,0.038015922
579,12/4/2016,67.3,0.411328744,0.193273161
802,12/4/2016,65.3,0.306376133,-0.277736764
575,12/5/2016,66.6,-0.059508683,-0.192830966
783,12/5/2016,55.6,0.003008868,-0.788562388
782,12/5/2016,67.2,-0.100912133,0.573062779
805,12/5/2016,64.6,0.020888797,0.256125065
854,12/5/2016,58.6,-0.559450895,0.583493649
781,12/5/2016,69,0.042866701,-0.080300382
384,12/7/2016,57.2,0.250008925,0.071561967
386,12/13/2016,63.2,-0.303810637,0.522880102
387,3/25/2017,51.2,0.326586794,-0.116122263
388,3/30/2017,44.6,0.114337968,0.0243068
389,3/30/2017,49.6,0.005268553,-0.046298894
791,4/3/2017,65.6,-0.128560193,0.212086849
699,4/5/2017,61.6,0.564979564,0.40156943
393,4/5/2017,37.1,-0.067611675,0.402428852
791,4/14/2017,63.2,0.212086849,0.258861276
399,4/21/2017,59.9,0.108355122,0.248681667
400,4/21/2017,51.5,0.041423324,0.299374628
401,5/1/2017,55.6,0.020656385,0.169794105
403,5/2/2017,60.3,0.167305096,0.147122142
401,5/3/2017,51.2,0.169794105,0.177174007
782,5/8/2017,62.8,0.573062779,0.687965737
408,10/19/2017,61.5,0.592392466,0.413324917
411,10/22/2017,59,0.672632348,-0.237555927
406,10/22/2017,48.2,0.313415306,-0.522544289
405,10/22/2017,51.4,0.15112241,-0.059039668
413,10/23/2017,55.5,0.669187718,-0.112642382
422,10/23/2017,49.1,0.181160402,0.066924391
418,10/23/2017,53.1,0.37768446,0.070860703
407,10/23/2017,71.1,0.234451602,0.830641485
416,10/23/2017,54.8,0.25588458,-0.127345541
431,10/24/2017,55.3,0.025925509,0.228575046
434,10/24/2017,52.3,0.074091724,0.357567617
438,10/24/2017,46.5,0.051646904,-0.098557139
369,10/24/2017,55.5,0.420058606,0.164693292
424,10/24/2017,66.3,0.281538763,-0.497293609
699,10/27/2017,65.6,0.40156943,0.380570511
441,10/27/2017,63.4,0.488289468,-0.269543947
445,10/28/2017,63,0.345030889,0.690460034
447,10/28/2017,62.1,0.231053009,0.34054063
430,10/28/2017,60.8,0.397662361,-0.094077292
446,10/28/2017,62.9,0.31019672,-0.12676477
450,10/29/2017,46.4,0.227041951,0.057072824
451,10/31/2017,57.5,0.711320544,-0.417499195
453,11/2/2017,50.2,-0.079305966,-0.111558748
459,11/4/2017,56.5,-0.045105391,-0.083776103
461,11/7/2017,54.8,-0.065864047,-0.132172162
456,11/10/2017,46.5,0.11861753,0.485021323
464,11/14/2017,67.5,0.244191433,-0.309265826
411,11/18/2017,64.5,-0.237555927,0.151998848
539,11/18/2017,55.5,0.166496354,0.549562183
375,12/1/2017,63.8,0.042951443,0.342439228
381,12/4/2017,50.2,0.038015922,0.118403461
469,12/4/2017,58,-0.148762174,-0.06251712
450,12/4/2017,47.9,0.057072824,0.165436182
459,12/4/2017,53.8,-0.083776103,-0.289591362
682,12/4/2017,61,0.050252194,0.244416663
476,12/4/2017,52.1,-0.039983165,-0.118340105
482,12/4/2017,42.5,0.038362255,-0.34803492
473,12/4/2017,53.5,0.049624608,-0.205374325
484,12/5/2017,62,-0.302761205,0.314360776
387,12/5/2017,57.5,-0.116122263,0.444581481
453,12/17/2017,44.3,-0.111558748,0.236150339
400,12/17/2017,43.9,0.299374628,-0.29386964
802,12/17/2017,69.8,-0.277736764,0.100961862
451,12/17/2017,66.8,-0.417499195,0.403184599
486,12/17/2017,53.4,0.082046014,0.786298364
446,12/18/2017,64.4,-0.12676477,0.192470932
491,12/19/2017,45,-0.220634611,0.104586092
492,12/20/2017,58.2,-0.189482006,0.151165643
403,4/22/2018,61.2,0.147122142,0.030465827
401,4/22/2018,61.1,0.177174007,0.139700639
446,9/24/2018,57.2,0.192470932,0.58345505
381,9/25/2018,53.2,0.118403461,0.072187548
504,9/25/2018,52,-0.076272588,0.244185762
451,9/25/2018,59.3,0.403184599,0.444397976
682,9/26/2018,66.8,0.244416663,0.065019656
508,9/26/2018,45.5,0.085421334,-0.161888548
511,10/5/2018,51.3,-0.130837129,-0.127118399
504,10/5/2018,44.5,0.244185762,0.06223974
508,10/5/2018,48.3,-0.161888548,-0.118487013
539,10/15/2018,62.2,0.549562183,0.152531043
514,10/18/2018,54.2,0.237472471,0.377881379
445,10/20/2018,66.1,0.690460034,0.601170686
451,10/21/2018,56.4,0.444397976,0.183650253
434,10/21/2018,49.5,0.357567617,-0.146765179
387,10/23/2018,67,0.444581481,0.027446595
526,10/23/2018,56.1,0.638012324,0.276699018
531,10/23/2018,47.1,0.333693925,0.084094695
525,10/23/2018,58.3,0.055376919,0.057421276
530,10/23/2018,50.6,0.396044261,0.213356786
753,10/25/2018,60,-0.209068181,-0.29356005
802,10/25/2018,68.4,0.100961862,-0.493659606
375,10/26/2018,65,0.342439228,-0.113384508
531,10/28/2018,51.1,0.084094695,0.016671703
546,10/29/2018,53.1,0.764630521,-0.131593676
526,10/31/2018,62,0.276699018,0.400143259
461,10/31/2018,58.8,-0.132172162,-0.132172162
461,10/31/2018,58.8,-0.132172162,0.151649958
554,11/2/2018,52.3,0.272413622,-0.142017151
446,11/2/2018,60.4,0.58345505,0.123834251
921,11/4/2018,48.5,0.473960863,0.192762386
482,11/5/2018,53.3,-0.34803492,-0.175160004
556,11/6/2018,60.3,0.042680528,0.047287247
563,11/9/2018,56.5,-0.152125658,0.503372535
563,11/10/2018,44.6,0.503372535,-0.135772731
566,11/11/2018,58.6,-0.173788415,-0.242262586
330,11/13/2018,50.7,0.064963025,0.143157284
451,11/15/2018,67.5,0.183650253,-0.051072246
923,11/30/2018,58.3,-0.270236376,0.467423965
